customer_id,signup_date,age_group,gender,city_tier,device_type,preferred_category,tenure_days,total_orders,avg_order_value,days_since_last_order,return_rate,discount_usage_rate,email_open_rate,app_sessions_month,support_tickets,rating_avg,category_diversity,received_discount_offer,received_loyalty_points,received_free_shipping,churn_score,churned
CUST_00089,2023-12-21,45-54,Male,1,Mobile,Fashion,852,6,3240.09,20,0.1762,0.3624,0.2026,0,0,5,4,0,1,0,0.297,0
CUST_00090,2022-12-04,18-24,Female,1,Desktop,Grocery,1234,14,836.89,46,0.4486,0.0806,0.2207,1,0,4,6,0,0,0,0.3265,0
CUST_00091,2022-02-22,55+,Female,2,Tablet,Beauty,1519,11,1862.95,35,0.1277,0.4167,0.4178,2,0,4,4,0,0,1,0.346,0
CUST_00092,2022-08-05,25-34,Male,2,Tablet,Home,1355,4,801.14,8,0.3525,0.2123,0.3723,2,0,5,2,1,0,0,0.3521,0
CUST_00093,2022-07-07,55+,Male,1,Mobile,Sports,1384,12,3349.33,107,0.1976,0.5162,0.448,2,1,3,5,0,0,0,0.381,0
CUST_00094,2023-01-15,35-44,Male,1,Desktop,Electronics,1192,3,4621.94,31,0.5109,0.3961,0.4532,3,0,4,6,0,0,0,0.3964,0
CUST_00095,2023-05-08,45-54,Female,1,Mobile,Electronics,1079,7,5611.29,6,0.007,0.3534,0.1829,4,0,4,3,1,0,0,0.2911,0
CUST_00096,2022-02-10,35-44,Female,2,Mobile,Grocery,1531,7,3293.66,23,0.0956,0.1401,0.375,2,1,3,1,0,0,0,0.4411,1
CUST_00097,2022-06-06,35-44,Male,2,Desktop,Grocery,1415,11,1929.76,12,0.105,0.1405,0.0406,3,0,4,6,1,1,0,0.2786,0
CUST_00098,2022-01-15,35-44,Male,3,Mobile,Fashion,1557,13,782.46,2,0.0791,0.4224,0.0716,10,0,4,5,0,0,1,0.2516,0
CUST_00099,2022-03-06,18-24,Female,2,Mobile,Home,1507,3,1490.25,19,0.3683,0.4878,0.5085,0,2,2,6,0,0,0,0.4898,0
CUST_00100,2023-06-05,35-44,Male,2,Desktop,Beauty,1051,5,4988.69,178,0.1281,0.0538,0.0826,11,0,5,3,0,0,0,0.3838,0
CUST_00101,2022-12-10,35-44,Male,1,Desktop,Beauty,1228,9,1490.03,130,0.0639,0.2036,0.2511,2,0,2,2,1,0,1,0.4664,0
CUST_00102,2022-05-09,45-54,Male,1,Mobile,Electronics,1443,4,1590.19,17,0.1797,0.1167,0.1502,3,0,5,5,0,0,0,0.3739,0
CUST_00103,2023-10-10,35-44,Male,2,Desktop,Fashion,924,9,1824.64,8,0.1063,0.283,0.5591,7,0,1,1,0,0,0,0.2945,0
CUST_00104,2023-04-17,18-24,Male,1,Mobile,Grocery,1100,5,1428.33,8,0.0561,0.309,0.2583,4,1,3,2,1,1,0,0.3322,0
CUST_00105,2022-03-04,25-34,Female,2,Mobile,Beauty,1509,5,927.11,129,0.1365,0.4045,0.1152,3,1,2,6,0,0,1,0.4567,1
CUST_00106,2022-05-19,35-44,Female,1,Desktop,Home,1433,4,1127.06,14,0.049,0.1889,0.2794,2,0,5,1,1,0,0,0.3599,0
CUST_00107,2023-05-14,25-34,Male,1,Tablet,Beauty,1073,7,727.14,16,0.3219,0.0455,0.1632,1,0,3,2,0,1,0,0.4515,0
CUST_00108,2023-08-16,25-34,Male,1,Mobile,Fashion,979,7,1388.93,30,0.4815,0.1331,0.3536,0,2,4,1,0,1,0,0.406,1
CUST_00109,2023-01-27,45-54,Female,3,Desktop,Beauty,1180,2,992.9,9,0.2112,0.3652,0.173,5,0,2,1,0,1,1,0.5758,0
CUST_00110,2023-11-06,35-44,Male,2,Mobile,Electronics,897,9,2050.0,68,0.0831,0.3896,0.356,3,0,3,4,1,0,0,0.3941,0
CUST_00111,2023-02-23,35-44,Male,1,Desktop,Grocery,1153,5,1370.45,50,0.0814,0.2195,0.1807,3,0,2,1,0,0,1,0.4778,0
CUST_00112,2022-10-16,25-34,Male,1,Desktop,Sports,1283,5,1527.26,59,0.3833,0.2165,0.4273,4,0,4,1,1,0,1,0.3729,0
CUST_00113,2023-01-14,35-44,Female,2,Desktop,Grocery,1193,16,1416.65,26,0.1198,0.1105,0.4992,7,1,1,3,0,0,1,0.2679,0
CUST_00114,2023-05-05,25-34,Male,2,Tablet,Electronics,1082,5,3050.11,14,0.0539,0.2011,0.4475,7,0,3,3,0,0,1,0.3718,1
CUST_00115,2022-08-19,35-44,Male,1,Mobile,Beauty,1341,6,1177.4,22,0.2317,0.4254,0.5299,13,0,3,2,1,0,0,0.2429,0
CUST_00116,2022-02-10,18-24,Male,3,Mobile,Beauty,1531,3,2426.43,5,0.1692,0.2313,0.187,5,0,4,6,1,0,1,0.4348,0
CUST_00117,2022-01-28,45-54,Male,2,Desktop,Grocery,1544,1,1687.12,40,0.0497,0.1207,0.2639,2,1,5,1,1,0,0,0.3911,1
CUST_00118,2022-05-15,35-44,Other,2,Mobile,Sports,1437,4,6219.75,64,0.3093,0.2219,0.0514,6,0,2,6,0,0,0,0.4004,0
CUST_00119,2022-07-20,25-34,Female,2,Desktop,Fashion,1371,3,1691.87,30,0.1225,0.6311,0.1177,8,1,5,2,0,0,0,0.3408,0
CUST_00120,2022-02-02,35-44,Male,3,Mobile,Fashion,1539,2,6958.43,22,0.2581,0.122,0.1121,4,0,2,6,0,1,0,0.4632,0
CUST_00121,2022-02-17,35-44,Male,2,Desktop,Sports,1524,2,1599.28,72,0.3056,0.0906,0.0734,5,0,3,5,1,0,0,0.5217,1
CUST_00122,2023-05-18,18-24,Female,1,Desktop,Grocery,1069,2,1621.78,2,0.0631,0.1726,0.2067,9,0,5,5,1,0,0,0.2724,0
CUST_00123,2023-02-11,45-54,Male,2,Mobile,Home,1165,9,1550.64,7,0.1636,0.4103,0.4133,9,2,4,3,0,0,0,0.2655,0
CUST_00124,2023-07-28,25-34,Female,1,Mobile,Electronics,998,4,540.92,25,0.1262,0.4439,0.4455,1,0,5,4,0,0,1,0.315,0
CUST_00125,2023-12-29,55+,Female,3,Mobile,Fashion,844,6,126.89,21,0.2079,0.1579,0.2154,1,0,3,6,0,0,0,0.4678,0
CUST_00126,2022-04-09,45-54,Male,1,Desktop,Electronics,1473,6,365.1,89,0.1903,0.1611,0.3574,4,0,4,1,0,1,0,0.38,0
CUST_00127,2023-11-15,25-34,Other,2,Mobile,Home,888,1,851.03,6,0.0535,0.1171,0.161,7,0,3,3,0,1,0,0.3953,0
CUST_00128,2023-12-27,45-54,Male,1,Mobile,Sports,846,7,2211.81,48,0.0957,0.2596,0.4819,3,0,4,3,0,1,0,0.2619,0
CUST_00129,2023-07-01,25-34,Male,1,Mobile,Electronics,1025,12,4539.02,40,0.2759,0.3114,0.0548,3,0,3,5,1,0,0,0.4439,1
CUST_00130,2023-09-05,18-24,Female,2,Mobile,Fashion,959,11,2557.95,6,0.1888,0.233,0.0508,10,2,5,5,0,0,0,0.3472,0
CUST_00131,2023-04-07,55+,Female,2,Desktop,Electronics,1110,5,1792.58,52,0.059,0.4262,0.1869,3,0,4,4,0,0,0,0.2367,0
CUST_00132,2023-10-05,35-44,Female,2,Desktop,Grocery,929,4,581.1,53,0.1963,0.2326,0.0374,6,0,5,1,0,0,1,0.3921,0
CUST_00133,2022-01-05,35-44,Female,1,Mobile,Fashion,1567,12,2097.99,31,0.068,0.4769,0.2114,7,0,4,1,0,1,0,0.2985,0
CUST_00134,2022-08-06,25-34,Male,2,Mobile,Fashion,1354,8,771.81,5,0.022,0.3541,0.0653,0,0,5,3,0,1,1,0.217,0
CUST_00135,2023-05-18,25-34,Male,1,Mobile,Grocery,1069,4,2726.56,19,0.0912,0.1527,0.0327,9,0,3,2,1,0,1,0.3429,0
CUST_00136,2023-02-02,55+,Male,2,Mobile,Beauty,1174,5,1206.26,29,0.1878,0.3465,0.0873,6,1,5,2,1,1,0,0.4621,0
CUST_00137,2023-01-28,18-24,Female,2,Mobile,Fashion,1179,6,532.27,33,0.0729,0.2907,0.3158,3,0,5,4,1,0,1,0.2625,0
CUST_00138,2022-07-26,25-34,Male,2,Mobile,Beauty,1365,8,1093.2,35,0.1945,0.1071,0.273,4,2,1,1,1,0,0,0.5011,0
CUST_00139,2022-01-15,35-44,Male,1,Desktop,Fashion,1557,10,2360.76,48,0.288,0.0836,0.1614,3,1,2,2,0,0,1,0.4033,0
CUST_00140,2023-07-08,35-44,Female,3,Mobile,Fashion,1018,6,601.52,108,0.1208,0.1183,0.1309,3,0,4,1,1,1,1,0.3967,0
CUST_00141,2023-04-06,35-44,Male,2,Desktop,Fashion,1111,15,3544.55,7,0.0579,0.2769,0.3225,2,0,5,3,0,0,0,0.2085,0
CUST_00142,2023-11-22,25-34,Male,1,Mobile,Grocery,881,5,1887.11,30,0.2663,0.6161,0.2094,3,0,4,6,1,0,0,0.4203,0
CUST_00143,2023-07-29,18-24,Male,2,Mobile,Grocery,997,20,13690.29,47,0.1327,0.3239,0.02,1,3,4,4,1,0,1,0.3469,0
CUST_00144,2022-08-29,25-34,Male,1,Tablet,Fashion,1331,2,1039.76,23,0.1441,0.053,0.3396,6,1,4,3,0,0,0,0.4149,0
CUST_00145,2023-07-18,55+,Male,2,Mobile,Electronics,1008,8,4605.92,41,0.1998,0.1078,0.1695,5,0,5,2,1,1,0,0.3866,1
CUST_00146,2022-04-06,18-24,Male,3,Mobile,Home,1476,4,1726.36,34,0.089,0.4199,0.4085,2,1,4,6,1,1,0,0.321,0
CUST_00147,2023-04-30,45-54,Male,3,Tablet,Fashion,1087,13,1568.22,74,0.1381,0.2339,0.1019,8,0,5,1,0,0,0,0.2793,0
CUST_00148,2023-02-11,45-54,Male,2,Mobile,Beauty,1165,15,803.73,55,0.1538,0.2435,0.4301,7,0,3,6,0,1,0,0.2618,0
CUST_00149,2022-08-19,45-54,Male,1,Mobile,Fashion,1341,7,935.35,18,0.179,0.3057,0.4224,3,0,2,3,0,0,0,0.354,0
CUST_00150,2023-10-17,45-54,Male,1,Mobile,Home,917,6,3635.1,8,0.0849,0.4977,0.3245,5,0,4,2,0,1,0,0.3684,0
CUST_00151,2022-06-20,25-34,Male,2,Mobile,Home,1401,9,2615.65,1,0.1791,0.283,0.2214,1,1,2,2,0,0,1,0.2945,0
CUST_00152,2023-06-25,25-34,Male,2,Mobile,Sports,1031,9,5506.43,53,0.161,0.1396,0.3372,2,1,4,4,0,0,1,0.2824,0
CUST_00153,2022-02-05,35-44,Male,1,Desktop,Grocery,1536,17,5361.57,57,0.1973,0.4307,0.1691,1,0,5,1,0,1,0,0.2475,0
CUST_00154,2023-06-09,25-34,Female,3,Mobile,Grocery,1047,9,1260.78,79,0.1456,0.0865,0.5897,5,1,4,3,0,0,0,0.4709,0
CUST_00155,2022-06-09,35-44,Female,1,Desktop,Fashion,1412,13,1180.76,13,0.0525,0.0995,0.2681,8,0,2,5,1,0,0,0.3787,0
CUST_00156,2023-11-30,35-44,Male,2,Desktop,Electronics,873,10,569.03,21,0.467,0.2765,0.5785,1,1,4,6,1,0,0,0.322,0
CUST_00157,2022-08-31,45-54,Male,1,Desktop,Electronics,1329,4,1579.9,20,0.1303,0.4793,0.4842,5,0,5,1,0,0,0,0.2262,0
CUST_00158,2022-03-27,18-24,Female,2,Desktop,Grocery,1486,3,1542.85,30,0.1111,0.4149,0.198,11,0,5,2,1,0,0,0.3165,0
CUST_00159,2023-08-01,55+,Female,1,Tablet,Home,994,6,489.9,48,0.1488,0.6547,0.3466,2,0,4,1,0,0,0,0.4241,0
CUST_00160,2023-11-13,25-34,Female,1,Mobile,Fashion,890,6,1893.61,34,0.2645,0.2365,0.4312,8,1,4,2,0,1,0,0.3468,0
CUST_00161,2023-07-11,35-44,Male,2,Mobile,Fashion,1015,3,1532.03,2,0.1578,0.1279,0.4284,2,0,2,6,0,0,0,0.4695,1
CUST_00162,2023-07-28,25-34,Female,3,Mobile,Grocery,998,6,735.75,47,0.0869,0.0725,0.1782,0,0,3,1,1,1,0,0.461,1
CUST_00163,2023-10-08,45-54,Female,2,Desktop,Fashion,926,3,445.67,38,0.2854,0.0613,0.1789,2,0,3,4,0,0,0,0.4826,1
CUST_00164,2022-01-28,25-34,Male,1,Mobile,Electronics,1544,9,2844.77,36,0.1559,0.2322,0.1086,4,0,4,5,1,1,1,0.3127,0
CUST_00165,2023-09-12,55+,Male,3,Desktop,Fashion,952,7,1163.58,105,0.1007,0.4269,0.3384,6,0,5,1,0,0,0,0.3508,0
CUST_00166,2023-07-10,55+,Male,1,Mobile,Sports,1016,6,964.37,20,0.1426,0.0867,0.4008,13,0,4,2,0,1,0,0.2657,0
CUST_00167,2022-12-06,45-54,Male,2,Tablet,Home,1232,7,1261.51,17,0.236,0.14,0.2056,0,0,4,2,1,1,0,0.3462,0
CUST_00168,2022-11-27,18-24,Male,2,Desktop,Fashion,1241,2,374.48,7,0.068,0.3012,0.0464,5,0,2,5,0,0,1,0.3742,0
CUST_00169,2023-10-02,45-54,Female,2,Desktop,Home,932,2,4865.25,15,0.1247,0.1629,0.6803,5,0,3,1,0,0,0,0.3957,0
CUST_00170,2023-05-21,45-54,Male,1,Desktop,Sports,1066,6,378.23,39,0.0957,0.6987,0.3623,1,0,4,3,0,0,1,0.2942,0
CUST_00171,2022-12-14,18-24,Male,3,Tablet,Fashion,1224,8,1789.92,26,0.193,0.1145,0.2206,19,0,5,5,0,1,0,0.3661,0
CUST_00172,2023-04-18,18-24,Female,2,Mobile,Electronics,1099,17,5389.18,27,0.0455,0.4063,0.2034,1,0,4,6,1,0,0,0.207,0
